studiengang,hochschule,modul_id,modulname,satz_nr,satz,typ,taxonomie,konfidenz,split
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1032,Thermische Verfahrenstechnik,2,Die Studierenden kennen die verfahrenstechnischen Grundoperationen auf Basis der Grundlagen von Wärme- und Stoffübergang und können diese anwenden.,K,3,0.90,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1032,Thermische Verfahrenstechnik,3,Die Studierenden beherrschen die Bilanzierungen bzgl.,S,,0.70,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1032,Thermische Verfahrenstechnik,4,Masse und Energie.,S,,0.70,test
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1032,Thermische Verfahrenstechnik,5,"Die Studierenden sind in der Lage, einfache Apparate wie Destillations- und Rektifikationskolonnen, Sorptionsapparate, Trockner und Kristallisatoren zu berechnen und auszulegen.",K,3,0.90,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1032,Thermische Verfahrenstechnik,6,Die Studierenden verstehen prinzipielle Zusammenhänge der Betriebsparameter bei thermischen Verfahren.,K,2,0.85,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1242,Thermal Process Engineering,1,Die Studierenden verfügen über ein Grundverständnis von Stoff- und Wärmeübergängen.,K,2,0.80,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1242,Thermal Process Engineering,2,Die Studierenden kennen die verfahrenstechnischen Grundoperationen auf Basis der Grundlagen von Wärme- und Stoffübergang und können diese anwenden.,K,3,0.90,test
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1242,Thermal Process Engineering,3,Die Studierenden beherrschen die Bilanzierungen bzgl.,S,,0.70,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1242,Thermal Process Engineering,4,Masse und Energie.,S,,0.70,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1242,Thermal Process Engineering,5,"Die Studierenden sind in der Lage, einfache Apparate wie Destillations- und Rektifikationskolonnen, Sorptionsapparate, Trockner und Kristallisatoren zu berechnen und auszulegen.",K,3,0.90,test
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1242,Thermal Process Engineering,6,Die Studierenden verstehen prinzipielle Zusammenhänge der Betriebsparameter bei thermischen Verfahren.,K,2,0.85,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1312,Bioinformatik,1,Die Studierenden kennen gängige Software zur Verarbeitung von Sequenzdaten und können diese anwenden,K,3,0.90,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1312,Bioinformatik,2,Die Studierenden können einfache Pipelines zur Verarbeitung von Sequenzdaten erstellen und bewerten,K,5,0.85,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1312,Bioinformatik,3,Die Studierenden kennen die verschiedenen Datenformate und biowissenschaftlichen Datenbanken,K,1,0.90,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1312,Bioinformatik,4,Die Studierenden können Analyseergebnisse kritisch einordnen und interpretieren,K,5,0.85,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1313,Bioinformatics,1,Die Studierenden kennen gängige Software zur Verarbeitung von Sequenzdaten und können diese anwenden,K,3,0.90,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1313,Bioinformatics,2,Die Studierenden können einfache Pipelines zur Verarbeitung von Sequenzdaten erstellen und bewerten,K,5,0.85,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1313,Bioinformatics,3,Die Studierenden kennen die verschiedenen Datenformate und biowissenschaftlichen Datenbanken,K,1,0.90,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1313,Bioinformatics,4,Die Studierenden können Analyseergebnisse kritisch einordnen und interpretieren,K,5,0.85,test
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1379,Bioverfahrenstechnik,1,"Die Studierenden sind in der Lage, biotechnologische Reaktoren für verschiedene Anwendungen zu wählen und anhand ihrer Vor- und Nachteile zielgerichtet einzusetzen.",K,5,0.80,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1379,Bioverfahrenstechnik,2,Die Studierenden verstehen das Vorgehen beim Hochskalieren von Bioreaktoren.,K,2,0.85,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1379,Bioverfahrenstechnik,3,Die Studierenden kennen grundlegende Elemente der Steuerung und Apparatetechnik einer biotechnologischen Produktionslinie.,K,1,0.90,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1380,Bioprocess Engineering,1,"Die Studierenden sind in der Lage, biotechnologische Reaktoren für verschiedene Anwendungen zu wählen und anhand ihrer Vor- und Nachteile zielgerichtet einzusetzen.",K,5,0.80,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1380,Bioprocess Engineering,2,Die Studierenden verstehen das Vorgehen beim Hochskalieren von Bioreaktoren.,K,2,0.85,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1380,Bioprocess Engineering,3,Die Studierenden kennen grundlegende Elemente der Steuerung und Apparatetechnik einer biotechnologischen Produktionslinie.,K,1,0.90,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1074,Mechanische Verfahrenstechnik,1,Die Studierenden verstehen grundsätzlich die Denk- und Vorgehensweise bei Aufgaben und Problemstellungen in der mechanischen Verfahrenstechnik.,K,2,0.80,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1074,Mechanische Verfahrenstechnik,2,"Die Studierenden sind in der Lage, einfache Problemstellungen zu analysieren und notwendige Berechnungen selbst durchzuführen.",K,4,0.80,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1074,Mechanische Verfahrenstechnik,3,Die Studierenden können ihr Wissen bei praktischen Fragestellungen anwenden.,K,3,0.90,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1074,Mechanische Verfahrenstechnik,4,"Die Studierenden verstehen es, Arbeitsaufgaben selbstständig im Team zu organisieren, zu erarbeiten und durchzuführen.",K,3,0.70,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1246,Particle Technology and Fluid Mechanics,1,Die Studierenden verstehen grundsätzlich die Denk- und Vorgehensweise bei Aufgaben und Problemstellungen in der mechanischen Verfahrenstechnik.,K,2,0.80,test
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1246,Particle Technology and Fluid Mechanics,2,"Die Studierenden sind in der Lage, einfache Problemstellungen zu analysieren und notwendige Berechnungen selbst durchzuführen.",K,4,0.80,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1246,Particle Technology and Fluid Mechanics,3,Die Studierenden können ihr Wissen bei praktischen Fragestellungen anwenden.,K,3,0.90,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1246,Particle Technology and Fluid Mechanics,4,"Die Studierenden verstehen es, Arbeitsaufgaben selbstständig im Team zu organisieren, zu erarbeiten und durchzuführen.",K,3,0.70,test
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1198,Biochemie,1,Die Studierenden erwerben einen Überblick über wesentliche Stoffwechselwege,K,1,0.75,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1198,Biochemie,2,"Die Studierenden erreichen ein Verständnis für (bio)chemische Reaktionen ausgewählter Komponenten bei der Herstellung, Reifung bzw. Lagerung von Produkten.",K,2,0.85,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1198,Biochemie,3,"Die Studierenden sind imstande, die Grundsätze wissenschaftlicher Literaturarbeit anzuwenden.",K,3,0.90,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1198,Biochemie,4,Die Studierenden erreichen durch die Arbeit im Labor ein Verständnis für die biochemische Analytik sowie praktische Kompetenz für den späteren Berufsalltag.,K,2,0.80,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1245,Biochemistry,1,Die Studierenden erwerben einen Überblick über wesentliche Stoffwechselwege,K,1,0.75,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1245,Biochemistry,2,"Die Studierenden erreichen ein Verständnis für (bio)chemische Reaktionen ausgewählter Komponenten bei der Herstellung, Reifung bzw. Lagerung von Produkten.",K,2,0.90,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1245,Biochemistry,3,"Die Studierenden sind imstande, die Grundsätze wissenschaftlicher Literaturarbeit anzuwenden.",K,3,0.90,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1245,Biochemistry,4,Die Studierenden erreichen durch die Arbeit im Labor ein Verständnis für die biochemische Analytik sowie praktische Kompetenz für den späteren Berufsalltag.,K,2,0.80,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1245,Biochemistry,1,Die Studierenden werden in die Denkweise und die Methoden der Statistik eingeführt.,S,,0.75,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1245,Biochemistry,2,Die Studierenden lernen die Grundlagen und wichtigen Begriffe der Statistik kennen.,K,1,0.90,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1245,Biochemistry,3,Die Studierenden können verbal dargestellte Sachverhalte interpretieren und durch geeignete mathematische Modelle beschreiben,K,2,0.85,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1245,Biochemistry,4,"Die Studierenden sind in der Lage, Experimente nach statistischen Aspekten zu planen.",K,6,0.85,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1245,Biochemistry,5,Die Studierenden lernen kritisch mit Datenmaterial umzugehen sowie einfache Abschätzungen und statistische Entscheidungsfindungsverfahren durchzuführen.,K,5,0.80,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1245,Biochemistry,6,Die Studierenden lernen anwendungsbezogene Beispiele selbstständig zu bearbeiten.,K,3,0.75,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1245,Biochemistry,7,Die Studierenden können statistische Software einsetzen.,K,3,0.90,test
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1036,Projekt (Titel),1,"Die Studierenden verfügen über Kenntnisse und Fertigkeiten aus folgenden Gebieten: Projektdefinition, Projektcontrolling, Projektmanagement, interdisziplinäres Arbeiten, Problemlösungsstrategien, Teamarbeit, Gruppendynamik, Präsentation und Moderation, Informationsmanagement.",K,1,0.75,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1036,Projekt (Titel),2,"Die Studierenden können Zusammenhänge aus dem gesamten Gebiet der Life Sciences miteinander verknüpfen, interdisziplinär bearbeiten, verstehen, strukturieren und darstellen.",K,4,0.80,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1270,Project (title),1,"Die Studierenden verfügen über Kenntnisse und Fertigkeiten aus folgenden Gebieten: Projektdefinition, Projektcontrolling, Projektmanagement, interdisziplinäres Arbeiten, Problemlösungsstrategien, Teamarbeit, Gruppendynamik, Präsentation und Moderation, Informationsmanagement.",K,1,0.75,test
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1270,Project (title),2,"Die Studierenden können Zusammenhänge aus dem gesamten Gebiet der Life Sciences miteinander verknüpfen, interdisziplinär bearbeiten, verstehen, strukturieren und darstellen.",K,4,0.80,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1314,Molekularbiologie und Gentechnik,1,"Die Studierenden kennen die grundlegenden Konzepte der Molekularbiologie und Gentechnik, können sie einordnen und gezielt wiedergeben.",K,1,0.80,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1314,Molekularbiologie und Gentechnik,2,Die Studierenden kennen klassische und moderne Methoden der Gentechnik und können sie praktisch anwenden.,K,3,0.85,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1314,Molekularbiologie und Gentechnik,3,Die Studierenden können Techniken der Molekularbiologie und Gentechnologie erläutern und deren Ergebnisse interpretieren.,K,2,0.85,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1314,Molekularbiologie und Gentechnik,4,Die Studierenden können die Chancen und Gefahren der Gentechnik differenziert beurteilen.,K,5,0.90,test
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1315,Molecular biology and genetic engineering,1,"Die Studierenden kennen die grundlegenden Konzepte der Molekularbiologie und Gentechnik, können sie einordnen und gezielt wiedergeben.",K,1,0.80,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1315,Molecular biology and genetic engineering,2,Die Studierenden kennen klassische und moderne Methoden der Gentechnik und können sie praktisch anwenden.,K,3,0.85,test
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1315,Molecular biology and genetic engineering,3,Die Studierenden können Techniken der Molekularbiologie und Gentechnologie erläutern und deren Ergebnisse interpretieren.,K,2,0.85,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1315,Molecular biology and genetic engineering,4,Die Studierenden können die Chancen und Gefahren der Gentechnik differenziert beurteilen.,K,5,0.90,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1037,Haltbarmachung und Verpackung,1,Die Studierenden beherrschen die Mechanismen der Verderbsreaktionen.,K,1,0.60,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1037,Haltbarmachung und Verpackung,2,Die Studierenden können Verfahren zur Haltbarmachung nach Produkterfordernis auswählen.,K,3,0.85,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1037,Haltbarmachung und Verpackung,3,"Die Studierenden sind in der Lage, Haltbarkeitszeiten für verschiedene Lebensmittel beim Einsatz unterschiedlicher Verfahren zur Erhöhung der Haltbarkeit rechnerisch abzuschätzen.",K,3,0.85,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1037,Haltbarmachung und Verpackung,4,"Die Studierenden sind in der Lage, Verpackungen allgemein und insbesondere Verpackungen für Lebensmittelindustrie, pharmazeutische Industrie und kosmetische Industrie zu verstehen und in groben rechtlichen und technologischen Grundzügen zu bewerten.",K,5,0.75,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1037,Haltbarmachung und Verpackung,5,"Auf Grund der Kenntnisse können sie die Eignung von Verpackungen für spezifische Produkte abschätzen und Verpackungslösungen verstehen, beurteilen und in engerem Rahmen selbst entwickeln.",K,6,0.70,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1248,Preservation and Packaging,1,Die Studierenden beherrschen die Mechanismen der Verderbsreaktionen.,K,1,0.60,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1248,Preservation and Packaging,2,Die Studierenden können Verfahren zur Haltbarmachung nach Produkterfordernis auswählen.,K,3,0.85,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1248,Preservation and Packaging,3,"Die Studierenden sind in der Lage, Haltbarkeitszeiten für verschiedene Lebensmittel beim Einsatz unterschiedlicher Verfahren zur Erhöhung der Haltbarkeit rechnerisch abzuschätzen.",K,3,0.85,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1248,Preservation and Packaging,4,"Die Studierenden sind in der Lage, Verpackungen allgemein und insbesondere Verpackungen für Lebensmittelindustrie, pharmazeutische Industrie und kosmetische Industrie zu verstehen und in groben rechtlichen und technologischen Grundzügen zu bewerten.",K,5,0.75,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1248,Preservation and Packaging,5,"Auf Grund der Kenntnisse können sie die Eignung von Verpackungen für spezifische Produkte abschätzen und Verpackungslösungen verstehen, beurteilen und in engerem Rahmen selbst entwickeln.",K,6,0.70,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1316,Recht für Biotechnologie,1,Kennen den rechtlichen Rahmen und wichtigsten Gesetzestexte/Verordnungen für die Biotechnologie,K,1,0.90,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1316,Recht für Biotechnologie,2,"Die Studierenden können biotechnologische Arbeiten anhand der rechtlichen Rahmenbedingungen bewerten, einschätzen und durchführen.",K,5,0.80,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1316,Recht für Biotechnologie,3,Die Studierenden können Gefährdungen für Arbeitnehmer erkennen und durch geeignete Maßnahmen abwenden.,K,5,0.75,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1316,Recht für Biotechnologie,4,Die Studierenden kennen rechtliche Unterschiede bei biotechnologischen Arbeiten mit natürlichen und gentechnisch veränderten Organismen.,K,1,0.90,train
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1317,Law for Biotechnology,1,Kennen den rechtlichen Rahmen und wichtigsten Gesetzestexte/Verordnungen für die Biotechnologie,K,1,0.90,test
