studiengang,hochschule,modul_id,modulname,satz_nr,satz,typ,taxonomie,qualitaet,konfidenz
Angewandte Informatik (M.Sc.),Hochschule Fulda,AI5028,Virtual Reality and Augmented Reality,2,"Die Studierenden diskutieren die Problemstellungen und Lösungsansätze in den Bereichen Immersion, Tracking und Ein-/Ausgabetechnologien.",,,,
Angewandte Informatik (M.Sc.),Hochschule Fulda,AI5028,Virtual Reality and Augmented Reality,3,"Die Studierenden erklären die Technologien, Algorithmen und Methoden der virtuellen und/oder erweiterten Realität, deren Datenschnittstellen und Interaktionstechniken und erproben diese in der Praxis.",,,,
Angewandte Informatik (M.Sc.),Hochschule Fulda,AI5028,Virtual Reality and Augmented Reality,4,Die Studierenden erwerben Präsentationskompetenzen im Rahmen kleiner Vorträge.,,,,
Angewandte Informatik (M.Sc.),Hochschule Fulda,AI5028,Virtual Reality and Augmented Reality,5,Die Studierenden schulen durch die intensive Auseinandersetzung mit englischsprachiger Originalliteratur ihre Englisch- und Lesekompetenz gleichermaßen.,,,,
Angewandte Informatik (M.Sc.),Hochschule Fulda,AI5028,Virtual Reality and Augmented Reality,6,Die Studierenden verbessern in der Projektphase in Teams ihre allgemeine Teamfähigkeit und Sozialkompetenz.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5175,Frameworks & Application Development for Data Science,1,Die Studierenden setzen die gängigen Programmiersprachen und Bibliotheken der Datenanalyse zur Verarbeitung und Analyse einfacher strukturierter Daten ein.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5175,Frameworks & Application Development for Data Science,2,Die Studierenden importieren Daten aus verschiedenen Datenquellen wie Dateien oder Datenbanken und bereiten diese für die weitere Analyse vor und exportieren diese.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5175,Frameworks & Application Development for Data Science,3,"Die Studierenden führen eine explorative Datenanalyse durchzuführen, visualisieren die Daten anhand der gängigsten Verfahren und bewerten deren Qualität.",,,,
Data Science (M.Sc.),Hochschule Fulda,AI5175,Frameworks & Application Development for Data Science,4,"Die Studierenden beschreiben die Methoden und Bibliotheken zur Erstellung einfacher Machine Learning Workflows und erklären die Notwendigkeit von Data Splitting, Model Evaluation und Hyperparameter Tuning.",,,,
Data Science (M.Sc.),Hochschule Fulda,AI5175,Frameworks & Application Development for Data Science,5,Die Studierenden automatisieren und orchestrieren Data Science Workflows.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5175,Frameworks & Application Development for Data Science,6,Die Studierenden benutzen Techniken um Data Science Anwendung in einfacher Form als Webanwendung bereitzustellen um diese zu überwachen und zu warten.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5032,Preparation and Analysis of Data,1,Die Studierenden grenzen Probleme und Methoden aus dem Bereich der Vorbereitung und Analyse von Daten voneinander ab.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5032,Preparation and Analysis of Data,2,Die Studierenden wenden die grundlegenden theoretischen Erkenntnisse praktisch an.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5032,Preparation and Analysis of Data,3,Dazu gehört die Auswahl und praktische Anwendung sinnvoller Methoden.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5032,Preparation and Analysis of Data,4,"Die Studierenden geben verschiedene, aktuelle Anwendungsbeispiele in unterschiedlichen Anwendungsdomänen wieder.",,,,
Data Science (M.Sc.),Hochschule Fulda,AI5032,Preparation and Analysis of Data,5,Die Studierenden wenden neue wissenschaftliche Erkenntnisse selbständig in einem praktischen Kontext an.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5032,Preparation and Analysis of Data,6,Dies schließt insbesondere die Auswahl und Bewertung geeigneter Literatur sowie die Präsentation der Ergebnisse mit ein.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5176,Mathematics for Data Science,1,Die Studierenden erklären die Grundbegriffe der Differential- und Integralrechnung.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5176,Mathematics for Data Science,2,Die Studierenden beschreiben Anwendungen der Differential- und Integralrechnung.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5176,Mathematics for Data Science,3,Die Studierenden erkennen und formulieren Probleme aus verschiedenen Anwendungsbereichen als Optimierungsaufgaben.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5176,Mathematics for Data Science,4,Die Studierenden analysieren Funktionen in einer und mehreren Variablen.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5176,Mathematics for Data Science,5,Die Studierenden wenden Näherungsverfahren für verschiedene Probleme der Analysis an.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5176,Mathematics for Data Science,6,Die Studierenden lösen Aufgaben und erklären ihre eigenen Lösungswege.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5031,Machine Learning,1,Die Studierenden schildern die mathematischen und konzeptuellen Grundlagen der statistischen Theorie des Lernens.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5031,Machine Learning,2,Die Studierenden beschreiben mehrere gängige Lernalgorithmen und setzen diese in der Praxis (anhand geeigneter Standardbibliotheken) ein.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5031,Machine Learning,3,"Die Studierenden benennen die Herausforderungen, welche sich in der Praxis der Objekt-und Mustererkennung ergeben, erläutern die wichtigsten Lösungsansätze und wenden diese Ansätze zur Lösung gegebener Aufgabenstellungen an.",,,,
Data Science (M.Sc.),Hochschule Fulda,AI5031,Machine Learning,4,Die Studierenden verstehen aktuelle wissenschaftliche Entwicklungen und Anwendungen im Bereich des Deep Learning.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5158,Process Mining,1,Die Studierenden erläutern die Notwendigkeit des Prozess-Minings und können dessen Teilgebiete einordnen.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5158,Process Mining,2,"Die Studierenden erläutern die Architektur eines Prozess-Mining Systems, eingebettet in die Landschaft von Anwendungssystemen sowie die Anwendung des Minings zur Generierung von Prozessmodellen sowie zur Konformitätsprüfung der aktiven Geschäftsprozesse.",,,,
Data Science (M.Sc.),Hochschule Fulda,AI5158,Process Mining,3,"Die Studierenden erläutern die wichtigsten Konzepte von Geschäftsprozessmodellen, soweit sie für die durch das Mining erzeugten Prozessmodelle relevant sind, speziell Petri-Netze und BPMN",,,,
Data Science (M.Sc.),Hochschule Fulda,AI5158,Process Mining,4,"Die Studierenden implementieren Modelle in BPMN und Petri-Netzen und beherrschen die wichtigsten Methoden (Inzidenzmatrix, Invarianten, Zustandsgraphen)",,,,
Data Science (M.Sc.),Hochschule Fulda,AI5158,Process Mining,5,Die Studierenden unterscheiden verschiedene Prozess-Mining Algorithmen und beschreiben deren Unterschiede - insbesondere auch auf deren Fähigkeit/ Einschränkungen die Prozessmodelle zu erzeugen,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5158,Process Mining,6,Die Studierenden benennen verschiedene Verfahren zur Prüfung der Konformität der Prozesse,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5158,Process Mining,7,sie bewerten ihre Einschränkungen und führen diese anhand konkreter Beispiele durch,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5158,Process Mining,8,grenzen das Prozess-Mining zu Data-Mining/ und BI sowie zum Geschäftsprozessmanagement ab.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5177,"Security, Legal and Ethical Issues of Data Science",1,Die Studierenden analysieren ein zuvor unbekanntes Problem der Data Science auf rechtlich problematische Aspekte sowie IT-Sicherheitsaspekte und formulieren dafür verbal oder als Text Alternativen oder Lösungswege.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5177,"Security, Legal and Ethical Issues of Data Science",2,"Die Studierenden geben ethisch, moralische Leitlinien und IT-Sicherheitsrichtlinien der Technikgestaltung mit Bezug zum Data Science wieder und wenden diese auf gegebene Problemstellungen an.",,,,
Data Science (M.Sc.),Hochschule Fulda,AI5177,"Security, Legal and Ethical Issues of Data Science",3,"Die Studierenden fassen ein ausgewähltes Thema entweder ethischer, rechtlicher oder sicherheitstechnischer Fragestellungen im Data Science zusammen und präsentieren dieses.",,,,
Data Science (M.Sc.),Hochschule Fulda,AI5025,Big Data Technologies,1,weitergehende Funktionen relationaler Datenbanken anzugeben und zu beschreiben.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5025,Big Data Technologies,2,die inhärenten Restriktionen etablierter relationaler Datenbanksysteme darzustellen und zu beschreiben.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5025,Big Data Technologies,3,darüberhinausgehende Anwendungen und Use Cases an einzelnen Beispielen zu bearbeiten und architektonische Ansätze aus den Big Data Use Cases abzuleiten.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5025,Big Data Technologies,4,die grundlegenden Komponenten von Hadoop und MapReduce hands-on zu unterscheiden und anzuwenden.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5025,Big Data Technologies,5,BigData / noSQL Use Cases zu beurteilen und zu evaluieren.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5025,Big Data Technologies,6,die Herausforderungen der Administration von Big Data Lösungen anzugeben.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5025,Big Data Technologies,7,neuere und weitere Ansätze im Bereich Big Data zu beschreiben und diskutieren,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5170,Data Visualization,1,Die Studierenden erstellen Visualisierungen vorhandener Daten auf verständliche Weise anhand gegebener Kriterien unter Berücksichtigung der Wahrnehmungstheorien.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5170,Data Visualization,2,Die Studierenden wählen die passenden Visualisierungsformen auf Basis des Daten- und Informationsdesigns für gegebene Daten aus und begründen diese in eigenen Worten.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5170,Data Visualization,3,Die Studierenden setzen vorhandene Datenvisualisierungs-Tools zur Umsetzung eines Visualisierungskonzeptes fachgerecht und effizient ein.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5170,Data Visualization,4,"Die Studierenden erstellen interaktive Visualisierungen, so dass für verschiedene gegebene Informationsbedürfnisse die Visualisierung beeinflusst werden kann.",,,,
Data Science (M.Sc.),Hochschule Fulda,AI5120,Data Mining and Predictive Analytics,1,Die Studierenden kennen die Aufgaben und Fragestellungen von Data Mining und Predictive Analytics und identifizieren diese in Anwendungsbeispielen.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5120,Data Mining and Predictive Analytics,2,Die Studierenden schildern den CRISP-DM Prozess und wenden diesen auf identifizierte Fragestellungen an.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5120,Data Mining and Predictive Analytics,3,Die Studierenden führen explorative Datenanalyse strukturiertere Daten aus und bereiten Daten für Data Mining und Prädiktive Analytics Aufgaben vor.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5120,Data Mining and Predictive Analytics,4,Die Studierenden skizzieren den Bias-Varianz in überwachtem Lernen und setzen Resampling Methoden ein um Overfitting zu verhindern.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5120,Data Mining and Predictive Analytics,5,Die Studierenden beschreiben die theoretischen Grundlagen ausgewählter Methoden im Bereich Data Mining und Predictive Analytics und wenden diese an.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5120,Data Mining and Predictive Analytics,6,Die Studierenden erarbeiten eigenständig neue Methoden und wenden diese an.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5120,Data Mining and Predictive Analytics,7,Die Studierenden schätzen die Qualität ihrer Analysen und Prognosen ein.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5120,Data Mining and Predictive Analytics,8,Die Studierenden kommunizieren ihre Ergebnisse auch Personen ohne Data Mining-Vorbildung verständlich und nachvollziehbar.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5120,Data Mining and Predictive Analytics,9,"Die Studierenden kennen aktuelle, vertiefende Themen aus Wissenschaft und Praxis.",,,,
Data Science (M.Sc.),Hochschule Fulda,AI5178,Team Project,1,Die Studierenden bearbeiten eine komplexe Aufgabe im Team mit den modernen Methoden des Data Science.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5178,Team Project,2,Die Studierenden setzen die Kenntnisse aus Ihrem Studium in einem Anwendungsprojekt um.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5178,Team Project,3,"Die Studierenden sind in der Lage, vertiefende Kenntnisse selbständig zu erwerben.",,,,
Data Science (M.Sc.),Hochschule Fulda,AI5017,Masterseminar,1,Die Studierenden vertiefen ein vorgegebenes Thema anhand wissenschaftlicher Literatur.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5017,Masterseminar,2,Die Studierenden wenden gängige Vortrags- und Präsentationstechniken sicher an und können die Inhalte des Themas anschaulich und mit angemessenen Formalismen in definiertem Umfang schriftlich ausarbeiten.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5017,Masterseminar,3,Die Studierenden tragen aktiv an Diskussionen zu einem wissenschaftlichen Vortrag bei.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5179,Master’s Thesis in Data Science,1,Die Masterarbeit ist eine schriftliche Prüfungsarbeit.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5179,Master’s Thesis in Data Science,2,"Die Arbeit soll zeigen, dass die Studierenden in der Lage sind, innerhalb einer vorgegebenen Frist ein Problem aus dem Fachgebiet Data Science selbständig nach wissenschaftlichen Methoden zu bearbeiten und folgerichtig darzustellen.",,,,
Data Science (M.Sc.),Hochschule Fulda,AI5180,Intercultural Study of Data Science,1,"Die Studierenden vertiefen ihr Wissen in Informatik und lernen, wie diese Disziplin in anderen Kulturen gelehrt und verstanden wird.",,,,
Data Science (M.Sc.),Hochschule Fulda,AI5180,Intercultural Study of Data Science,2,Sie erleben unterschiedliche Lehr- und Prüfungsstile.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5180,Intercultural Study of Data Science,3,Sie verfügen über ei- nen großen Erfahrungsschatz im Umgang mit Alltagssituationen und Kommunikationseinstellungen in ei- nem interkulturellen Umfeld.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5180,Intercultural Study of Data Science,4,Sie können ihre Erfahrungen während ihres Auslandsaufenthalts reflektieren.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5016,Research Project,1,Die Studierenden wenden Strategien der wissenschaftlichen Recherche und Einschätzung der Qualität wissenschaftlicher Ergebnisse im Rahmen eines konkreten Forschungszieles an.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5016,Research Project,2,Die Studierenden leiten für eine gegebene Problemstellung wissenschaftlich nachvollziehbar Forschungsfragen oder Hypothesen ab.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5016,Research Project,3,Die Studierenden definieren selbständig ihr Forschungsprojekt.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5016,Research Project,4,Die Studierenden reflektieren und verfassen in eigenen Worten ihren eigenen Arbeitsprozess und Zwischenergebnisse und ziehen daraus korrigierende Schlüsse im Hinblick auf die Erreichung des Forschungszieles.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5016,Research Project,5,"Die Studierenden wählen begründet aus den etablierten Methoden eines Forschungsgebietes diejenigen , zur Erreichung der konkreten Forschungs(teil)ziele geeigneten Methoden, aus und wenden sie an.",,,,
Data Science (M.Sc.),Hochschule Fulda,AI5016,Research Project,6,"Die Studierenden können Ergebnisse eigener und fremder Forschungsarbeiten objektiv beschreiben, interpretieren und kritisch hinterfragen.",,,,
Data Science (M.Sc.),Hochschule Fulda,AI4002,Additional Courses for Data Science,1,"Die Studierenden erweitern und vertiefen ihre studienbezogenen Kenntnisse durch Belegung von Modu- len aus den Studiengängen des Fachbereichs Angewandte Informatik im Hinblick auf den angestrebten Abschluss, siehe § 5 Abs. 2a.",,,,
Data Science (M.Sc.),Hochschule Fulda,AI4002,Additional Courses for Data Science,2,Die jeweiligen Qualifikationsziele ergeben sich aus den Modulbeschreibungen der belegten Module.,,,,
Data Science (M.Sc.),Hochschule Fulda,AI5181,Current Topic of Data Science,1,"Die Studierenden diskutieren vertiefend zentrale Inhalte aktueller wissenschaftlicher und praxisnaher Problemstellungen des Data Science,",,,,
Data Science (M.Sc.),Hochschule Fulda,AI5181,Current Topic of Data Science,2,"Die Studierenden vergleichen und bewerten aktuelle wissenschaftliche Veröffentlichungen beziehungsweise Entwicklungen in der Industrie im Bezug zur fokussierten Problemstellung,",,,,
