studiengang,modul_id,modulname,satz_nr,satz,typ,taxonomie,konfidenz,split
Elektrotechnik und Informationstechnik (B.Sc.),ET1596,Xperience Lab 2,2,Messergebnisse zu bewerten und zu dokumentieren.,K,5,0.90,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1596,Xperience Lab 2,3,im Team zu arbeiten,K,3,0.70,test
Elektrotechnik und Informationstechnik (B.Sc.),ET1048,Aufbau elektronischer Schaltungen,1,aktive und passive Bauelemente in Aufbau und grundlegender Funktion zu verstehen,K,2,0.90,test
Elektrotechnik und Informationstechnik (B.Sc.),ET1048,Aufbau elektronischer Schaltungen,2,aktive und passive Bauelemente nach technischen Anforderungen auszuwählen,K,3,0.90,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1048,Aufbau elektronischer Schaltungen,3,eine einfache elektronische / leistungselektronische Schaltung zu berechnen und auszulegen,K,3,0.90,test
Elektrotechnik und Informationstechnik (B.Sc.),ET1048,Aufbau elektronischer Schaltungen,4,eine einfache elektronische / leistungselektronische Schaltung praktisch zu realisieren,K,3,0.90,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1048,Aufbau elektronischer Schaltungen,5,eine einfache elektronische / leistungselektronische Schaltung in Betrieb zu nehmen und zu vermessen Die Teilnehmenden beherrschen:,K,3,0.80,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1048,Aufbau elektronischer Schaltungen,6,Grundkenntnisse über den Einsatz von aktiven Bauelementen (Halbleiterbauelemente),K,1,0.70,test
Elektrotechnik und Informationstechnik (B.Sc.),ET1048,Aufbau elektronischer Schaltungen,7,Grundkenntnisse über den Einsatz von passiven Bauelementen,K,1,0.70,test
Elektrotechnik und Informationstechnik (B.Sc.),ET1048,Aufbau elektronischer Schaltungen,8,die Bauteileauswahl nach Datenblatt,I,,0.60,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1048,Aufbau elektronischer Schaltungen,9,Analyse der Funktion einfacher elektronischer / leistungselektronischer Schaltungen,K,4,0.70,test
Elektrotechnik und Informationstechnik (B.Sc.),ET1048,Aufbau elektronischer Schaltungen,10,"die Bedienung von elektrischen Messgeräten (Multimeter, Oszilloskop)",K,3,0.70,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1048,Aufbau elektronischer Schaltungen,11,Messungen an elektronischen / leistungselektronischen Schaltungen durchzuführen und zu bewerten,K,5,0.90,test
Elektrotechnik und Informationstechnik (B.Sc.),ET1048,Aufbau elektronischer Schaltungen,12,methodisches Arbeiten,I,,0.60,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1050,Signale und Systeme,1,einen Überblick über Aufgaben und Methoden der Systemtheorie in der Informationstechnik zu geben,K,2,0.70,test
Elektrotechnik und Informationstechnik (B.Sc.),ET1050,Signale und Systeme,2,wichtige Grundbegriffe der Systemtheorie wiederzugeben und sie anhand einfacher Skizzen und Berechnungen zu erläutern,K,2,0.80,test
Elektrotechnik und Informationstechnik (B.Sc.),ET1050,Signale und Systeme,3,ausgewählte Aufgaben aus der Systemtheorie selbstständig zu lösen,K,3,0.90,test
Elektrotechnik und Informationstechnik (B.Sc.),ET1050,Signale und Systeme,4,in Gruppen zu arbeiten,K,3,0.70,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1050,Signale und Systeme,5,selbstständig ergänzende Fachliteratur zu nutzen,K,3,0.80,test
Elektrotechnik und Informationstechnik (B.Sc.),ET1022,Regelungstechnik 1,1,das Naturprinzip des Regelns wiederzugeben und die Einsatzpotentiale der industriellen Regelungstechnik zu beurteilen,K,5,0.90,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1022,Regelungstechnik 1,2,"anhand der vermittelten theoretischen Kenntnisse und anhand der gängigen Verfahren im Zeit- und Frequenzbereich einfache lineare, zeitkontinuierliche Regekreise selbständig zu analysieren und zu entwerfen",K,6,0.80,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1021,Mechanische Konstruktion,1,die Grundlagen des systematischen Konstruierens mechanischer Komponenten und Geräte wiederzugeben und diese zu entwerfen,K,6,0.80,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1021,Mechanische Konstruktion,2,einfache mechanische Strukturen mit den Methoden der Technischen Mechanik zu berechnen und auszulegen,K,3,0.90,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1021,Mechanische Konstruktion,3,einen Überblick über Konstruktionselemente mechanischer Bauteile und Baugruppen zu geben,K,2,0.80,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1021,Mechanische Konstruktion,4,einen Überblick über grundlegende Fertigungsverfahren des Maschinenbaus zu geben,K,2,0.80,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1021,Mechanische Konstruktion,5,Normung und Zertifizierung und deren Anwendung zu beschreiben,K,2,0.80,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1021,Mechanische Konstruktion,6,einfache Bauteile und Baugruppen mit Hilfe eines CAD-Programms systematisch zu entwickeln,K,6,0.80,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1021,Mechanische Konstruktion,7,Methoden zur Lösung konstruktiver Probleme anzuwenden,K,3,0.90,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1020,Digital- und Mikroprozessortechnik,1,einen Überblick über die verschiedenen Realisierungsmöglichkeiten einer Schaltung zu geben,K,2,0.80,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1020,Digital- und Mikroprozessortechnik,2,Moore- und Mealy-Automaten zu entwerfen,K,6,0.90,test
Elektrotechnik und Informationstechnik (B.Sc.),ET1020,Digital- und Mikroprozessortechnik,3,den grundsätzlichen Aufbau eines Mikroprozessor-Systems zu erläutern und einfache Mikroprozessorsysteme zu konzipieren,K,6,0.80,test
Elektrotechnik und Informationstechnik (B.Sc.),ET1020,Digital- und Mikroprozessortechnik,4,Assembler-Programme für Mikroprozessoren zu schreiben,K,6,0.80,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1033,Fallstudie & Präsentation 2,1,eigenständig in Gruppen von zwei bis drei Teilnehmer*innen ein vorgegebenes Projekt mit einem technischen bzw. ingenieurtechnischen Schwerpunkt durchzuführen,K,3,0.80,test
Elektrotechnik und Informationstechnik (B.Sc.),ET1033,Fallstudie & Präsentation 2,2,die bisher im Studium erworbenen mathematischen bzw. technischen Kompetenzen anzuwenden und zu vertiefen,K,3,0.90,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1033,Fallstudie & Präsentation 2,3,"ein Projekt zu planen, zu organisieren und zu präsentieren",K,6,0.80,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1033,Fallstudie & Präsentation 2,4,ein Lasten- und Pflichtenheft zu erstellen,K,6,0.70,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1033,Fallstudie & Präsentation 2,5,effektiv zu kommunizieren und kooperativ in Teams zu arbeiten,K,3,0.80,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1033,Fallstudie & Präsentation 2,6,Verantwortung für ihre Aufgaben zu übernehmen und sich selbstständig zu motivieren,K,3,0.70,test
Elektrotechnik und Informationstechnik (B.Sc.),ET1034,Berufspraktikum,1,sich im Berufsfeld oder verwandten Gebieten der Elektrotechnik und Informationstechnik zu orientieren,K,3,0.70,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1034,Berufspraktikum,2,Studieninhalte in die betriebliche Praxis zu übertragen und dort anzuwenden,K,3,0.90,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1034,Berufspraktikum,3,"die eigene, individuelle Qualifikation zu analysieren und zu bewerten",K,5,0.90,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1034,Berufspraktikum,4,"Perspektiven für das weitere Studium, die Abschlussarbeit (Bachelor-Thesis) und den weiteren Berufsweg abzuschätzen",K,5,0.80,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1034,Berufspraktikum,5,praktische Kenntnisse zu vertiefen und berufstypische Arbeitsweisen anzuwenden,K,3,0.80,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1034,Berufspraktikum,6,"technische, soziale und organisatorische Zusammenhänge der Arbeitswelt wiederzugeben und auf routinemäßige Arbeitsvorgänge anzuwenden",K,3,0.80,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1034,Berufspraktikum,7,Vorschläge für die Bearbeitung berufsrelevanter Arbeitsschritte zu erarbeiten und durchzuführen,K,6,0.60,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1034,Berufspraktikum,8,über die gemachten Praxiserfahrungen zu berichten und diese zu reflektieren,K,5,0.80,test
Elektrotechnik und Informationstechnik (B.Sc.),ET1051,Abschlussmodul,1,"Die Teilnehmenden sollen durch die erworbenen Fähigkeiten und Methoden im Studium zeigen, dass sie innerhalb einer vorgegebenen Frist",S,,0.90,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1051,Abschlussmodul,2,unter Anleitung einer oder mehrerer Betreuungspersonen qualifizierte Problemstellungen aus dem Bereich Elektrotechnik und Informationstechnik oder verwandten Gebieten selbständig bearbeiten können,K,3,0.80,test
Elektrotechnik und Informationstechnik (B.Sc.),ET1051,Abschlussmodul,3,Lösungswege und Ergebnisse sowohl schriftlich als auch mündlich darstellen und vertreten können,K,2,0.80,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1055,Praktikum: Automatisierungstechnik,1,"Die Teilnehmenden sind in der Lage, technische Grundlagen, den Einsatz, die Struktur, den Aufbau und die Funktion moderner Systeme in der Automatisierungstechnik wieder zu geben.",K,1,0.90,test
Elektrotechnik und Informationstechnik (B.Sc.),ET1055,Praktikum: Automatisierungstechnik,2,Sie kennen Komponenten und Geräte mit denen Maschinen und Anlagen automatisiert werden können.,K,1,0.90,test
Elektrotechnik und Informationstechnik (B.Sc.),ET1055,Praktikum: Automatisierungstechnik,3,"Sie haben die Fähigkeit kleine und mittlere Anlagen mit Hilfe von speicherprogrammierbaren Steuerungen zu programmieren, zu vernetzen und sowohl schrittweise als auch als Gesamtanlage in Betrieb zu nehmen.",K,3,0.90,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1054,Automatisierungstechnik 1,1,"Die Teilnehmenden sind in der Lage, technische Grundlagen, den Einsatz, die Struktur, den Aufbau und die Funktion moderner Systeme in der Automatisierungstechnik wieder zu geben.",K,1,0.90,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1054,Automatisierungstechnik 1,2,"Sie kennen Komponenten und Geräte, mit denen Maschinen und Anlagen automatisiert werden können.",K,1,0.90,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1054,Automatisierungstechnik 1,3,"Sie haben die Fähigkeit, Speicherprogrammierbare Steuerungen für kleine und mittlere Anlagen zu programmieren, zu testen und einzusetzen.",K,3,0.90,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1054,Automatisierungstechnik 1,4,Insbesondere moderne automatisierungstechnische Komponenten sind neben funktionalen auch nach energetischen und umweltfreundlichen Kriterien zu beurteilen.,K,5,0.85,test
Elektrotechnik und Informationstechnik (B.Sc.),ET1054,Automatisierungstechnik 1,5,Die Studierenden verfügen über grundlegende Kenntnisse bzgl. der Anforderungen an industrielle Energieeffizienz von Anlagen und deren Problematik bei Zustandsübergängen.,K,1,0.80,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1052,Regelungstechnik 2,1,nichtlineare Systeme um einen Arbeitspunkt zu linearisieren,K,3,0.90,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1052,Regelungstechnik 2,2,Steuer- und Beobachtbarkeit sowie Stabilität von Prozessen zu untersuchen,K,4,0.80,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1052,Regelungstechnik 2,3,Systeme im Zustandsraum zu beschreiben sowie Zustandsregler und Beobachter zu entwerfen,K,6,0.80,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1052,Regelungstechnik 2,4,erweiterte Regelkreisstrukturen zu entwerfen und zu bemessen,K,6,0.80,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1053,Prozessdynamik und -identifikation,1,die Methoden der Modellbildung von dynamischen Prozessen der Automatisierungstechnik wiederzugeben und zu erläutern,K,2,0.80,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1053,Prozessdynamik und -identifikation,2,geeignete mathematische Modellgleichungen aufzustellen und erforderliche Modellparameter zu ermitteln,K,3,0.85,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1053,Prozessdynamik und -identifikation,3,"mit Hilfe typischer Simulationssoftware auf Grundlage der aufgestellten Modellgleichungen die statische und dynamische Analyse vorzunehmen, sowie Simulationen durchzuführen",K,3,0.85,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1433,Fallstudie & Präsentation 1,1,eigenständig in Gruppen von zwei bis drei Teilnehmer*innen ein vorgegebenes Projekt mit einem technischen bzw. ingenieurtechnischen Schwerpunkt durchzuführen,K,3,0.80,test
Elektrotechnik und Informationstechnik (B.Sc.),ET1433,Fallstudie & Präsentation 1,2,die bisher im Studium erworbenen mathematischen bzw. technischen Kompetenzen anzuwenden und zu vertiefen,K,3,0.85,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1433,Fallstudie & Präsentation 1,3,"ein Projekt zu planen, zu organisieren und zu präsentieren",K,6,0.75,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1433,Fallstudie & Präsentation 1,4,ein Lasten- und Pflichtenheft zu erstellen,K,6,0.80,test
Elektrotechnik und Informationstechnik (B.Sc.),ET1433,Fallstudie & Präsentation 1,5,effektiv zu kommunizieren und kooperativ in Teams zu arbeiten,K,3,0.70,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1433,Fallstudie & Präsentation 1,6,Verantwortung für ihre Aufgaben zu übernehmen und sich selbstständig zu motivieren,K,3,0.70,test
Elektrotechnik und Informationstechnik (B.Sc.),ET1097,Praktikum: Regelungstechnik,1,Die Teilnehmenden:,S,,1.00,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1097,Praktikum: Regelungstechnik,2,"sind in der Lage, Simulationen von regelungstechnischen Anwendungen in Matlab/Simulink zu erstellen",K,6,0.80,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1097,Praktikum: Regelungstechnik,3,können Regelstrecken klassifizieren und deren Parameter/Eigenschaften bestimmen,K,4,0.80,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1097,Praktikum: Regelungstechnik,4,kennen verschiedene Methoden zum Reglerentwurf und können diese anwenden,K,3,0.80,test
Elektrotechnik und Informationstechnik (B.Sc.),ET1097,Praktikum: Regelungstechnik,5,können Regelergebnisse darstellen und nach Gütekriterien bewerten,K,5,0.90,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1097,Praktikum: Regelungstechnik,6,können den Versuchsverlauf dokumentieren,K,3,0.80,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1097,Praktikum: Regelungstechnik,7,sind in der Lage mit Hardwarekomponenten (Kompaktreglern) aus dem industriellen Umfeld der Regelungs- und Automatisierungstechnik umzugehen,K,3,0.70,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1589,Automatisierungstechnik 2,1,"Die Teilnehmenden sind in der Lage technische Grundlagen, den Einsatz, die Struktur, den Aufbau und die Funktion moderner Peripheriegeräte in der Prozessautomation und allgemeinen Automatisierungstechnik wiederzugeben.",K,1,0.90,test
Elektrotechnik und Informationstechnik (B.Sc.),ET1589,Automatisierungstechnik 2,2,"Sie kennen Gerätetypen, Prozessschnittstellen und Diagnosesysteme mit denen das Prozessabbild zwischen Steuerungen und technischen Prozessen automatisiert werden können.",K,1,0.90,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1589,Automatisierungstechnik 2,3,Sie kennen die Grundlagen der Bibliothekskonzepte speicherprogrammierbarer Steuerungen und können diese anwenden und erweitern.,K,3,0.80,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1589,Automatisierungstechnik 2,4,"Sie haben die Fähigkeit Peripheriegeräte für speicherprogrammierbare Steuerungen für kleine und mittlere Anlagen auszuwählen, zu konfigurieren, zu programmieren, zu testen und einzusetzen.",K,3,0.80,test
Elektrotechnik und Informationstechnik (B.Sc.),ET1589,Automatisierungstechnik 2,5,"Die Teilnehmenden lernen Fachinhalte anderer Module, wie beispielsweise Informatik, technische Mechanik, Elektrotechnik 1/2/3 oder Energietechnik in automatisierungstechnischen Systemen anzuwenden.",K,3,0.80,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1057,Regelungstechnik 3,1,die Einsatzpotentiale von zeitdiskreten Regelungen der industriellen Automatisierungstechnik zu beurteilen,K,5,0.90,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1057,Regelungstechnik 3,2,Anhand der vermittelten theoretischen Kenntnisse einfache digitale Regelkreise selbständig zu analysieren und zu entwerfen,K,6,0.80,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1057,Regelungstechnik 3,3,ausgehend von den vorgestellten Beispielen ähnlich gelagerte Probleme selbständig zu lösen,K,3,0.80,test
Elektrotechnik und Informationstechnik (B.Sc.),ET1056,Roboter- und Manipulatortechnik,1,"anhand vermittelter theoretischer Kenntnisse der Robotik aus den Bereichen Mechanik, Kinematik und Kinetik, der Antriebssteuerung/-regelung der Antriebe von Industrierobotern, Bahnberechnung und Programmierung von Bewegungsabläufen die grundsätzlichen technischen Funktionen zu verstehen und die Einsatzgebiete von Industrierobotern, speziell im Bereich Produktionstechnik in Grundzügen zu beurteilen",K,5,0.70,train
Elektrotechnik und Informationstechnik (B.Sc.),ET1056,Roboter- und Manipulatortechnik,2,"den Einsatz von Industrierobotern im industriellen Umfeld zu planen, projektieren und in Grundzügen zu programmieren",K,6,0.80,train
